,Unnamed: 0,Id,Impact,Urgency,IncidentType,ServiceProcessed,MailSubject,MailTextBody,ManualGroups,Combined_Content
1594,1578,INC000009561012,3-Moderate/Limited,4-Low,Failure,EDA_S_BA_2FA,Velokeller und Eingang Loge mit Smartcard funktioniert nicht,"sehr geehrte kolleginnen und kollegen  heute morgen wollte ich mein fahrrad zum ersten mal im velokeller parkieren, kam jedoch unten angekommen nicht rein. habe das velo nun draussen abgestellt. anschliessend kam ich nicht ins büro rein, und die dame an der loge hat mir erst aufgemacht, nachdem ich ihr einen ausweis vorweisen musste.  das stempeln hingegen funktioniert… …könnten sie mir bitte weiterhelfen?  besten dank und freundliche grüsse",,velokeller eingang smartcard funktionieren kolleginnen fahrrad velokeller parkieren ankommen draussen abstellen anschliessend büro dame aufmachen ausweis vorweisen stempeln funktionieren weiterhelfen gut
1595,1577,INC000009560246,4-Minor/Localized,3-Medium,Failure,EDA_ANW_Intranet/Collaboration EDA,Intranet login failed,"guten tag,  beim versuch, mich im intranet einzuloggen, erscheint bei mir die fehlermeldung «your account has been disabled».  könnten sie mir bei diesem problem weiterhelfen?   freundliche grüsse",,intranet login failed tag versuch intranet einzuloggen erscheinen fehlermeldung your account has disabled problem weiterhelfen
1596,1576,INC000009560176,3-Moderate/Limited,4-Low,Failure,EDA_S_Mobile Kommunikation,Calendar updates & synchronisation,"guten morgen ich stelle neuerdings fest, dass ein kalendereintrag auf dem i-phone, secure mail entweder gar nicht oder dann gleich 6 mal ins outlook mail auf dem computer synchronisiert wird. weitere synchronisationsprobleme vom server eda auf den laptop, den ich zu hause am wochenende brauchte, wurden ihnen schon von der botschaft teheran gemeldet (ojm). besten dank für ihre hilfe und freundliche grüsse",Smart_Device___MDM,calendar updates synchronisation kalendereintrag iphone secure mail outlook mail computer synchronisiert synchronisationsprobleme server laptop wochenende brauchen botschaft teheran melden ojm gut hilfe
1597,1575,INC000009558178,4-Minor/Localized,4-Low,Failure,EDA_S_Zusätzliche Software,Worldcard license ,"sehr geehrte damen und herren  ich habe ein problem mit der software «worldcard» nämlich habe ich versucht vor einigen tagen das programm zu öffnen. jedoch kam folgende meldung:  [cid:image003.jpg@01d56a4c.0 1 2 3 ]  als 1. schritt habe ich wieder den activation code und den rest eingegeben (den ich schon das 1. mal zum anmelden gebraucht habe). anschliessend kam die meldung, dass ich die software deaktivieren muss. (siehe 2. bild) ich habe auf den link drauf geklickt und ausgefüllt was verlangt wurde. am nächsten tag habe ich wieder versucht die software zu öffnen. es kam die meldung ich hätte die software deaktiviert. aber wenige sekunden später das selbe (siehe bilder) wieder.  könnten sie mir weiterhelfen?  vielen dank",,worldcard license problem software worldcard versuchen programm öffnen meldung schritt activation code rest eingeben anmelden gebrauchen anschliessend meldung software deaktivieren link geklickt ausfüllen verlangen nächst tag versuchen software öffnen meldung software deaktiviert sekunden weiterhelfen
1598,1574,INC000009558171,4-Minor/Localized,4-Low,Service Request,EDA_ANW_SAP Services,E-Gate-Probleme - Stellvertretungsregelung entfernen nach einer Versetzung ins Ausland.,"guten tag  leider können wir bei herrn pio wennubst wpi die stellvertretungsregelung im e-gate nicht entfernen.  frau paola donnarumma (assistentin der mission rom) war soeben am laptop von wpi und wir haben gemeinsam versucht, mich als stellvertreterin im e-gate von wpi zu löschen. leider erfolglos. sie hat jedoch probleme mit dem zugang und wir sind nicht sicher, woran das liegt. evtl. daran, dass die mission (wie alle aussenstellen) nicht mit e-gate arbeitet?  wir bitten sie, die stellvertretungen von mir hml auf wpi’s daten zu löschen. d.h. ich, rahel hartmann hml, bin nicht mehr wpis assistentin und sollte somit die zeitsaldi der mitarbeitenden von rom nicht sehen.  unten abgebildet ein ausschnitt aus meinem e-gate - hier bin ich noch als vertreterin für den kreditorenflow und den spesenprozess bund registriert. in den spesenprozess komme ich nicht mehr rein (obwohl ich dort noch eine spesenabrechnung zur genehmigung weiterleiten sollte, die vom team reisespesen korrigiert worden war - aber das werde ich mit dem team reisespesen regeln)  wie man die vertretungen für die zeitkontrolle (d.h. für die kacheln vorges präsenzspiegel, vorges zeitkontrolle und vorges zeitnachweise) für mich löschen und allenfalls andere personen einfügen kann, haben wir nicht herausgefunden.  sollten sie von helpdesk-seite diese einstellungen ändern können, so wären wir sehr dankbar, wenn sie mich da löschen. sollten die einstellungen vom laptop von herrn wennubst geändert werden müssen, so bitte ich sie, frau paola donnarumma zu kontaktieren (siehe erhält dieses mail im cc), und ihr dabei behilflich zu sein.  besten dank und freundliche grüsse",SAP_Online_Support,egateprobleme stellvertretungsregelung entfernen versetzung tag herrn wennubst wpi stellvertretungsregelung egate entfernen donnarumma assistentin mission rom laptop wpi gemeinsam versuchen stellvertreterin egate wpi löschen erfolglos probleme zugang evtl mission aussenstellen egate arbeiten stellvertretungen hml wpis daten löschen hml wpis assistentin zeitsaldi mitarbeitend rom abbilden ausschneiden egate vertreterin kreditorenflow spesenprozess bund registrieren spesenprozess spesenabrechnung genehmigung weiterleiten team reisespesen korrigieren team reisespesen regeln vertretungen zeitkontrolle kacheln vorges präsenzspiegel vorges zeitkontrolle vorges zeitnachweise löschen personen einfügen herausgefunden helpdeskseite einstellungen ändern dankbar löschen einstellungen laptop herrn wennubst ändern donnarumma kontaktieren mail behilflich gut
1599,1571,INC000009556831,4-Minor/Localized,4-Low,Service Request,EDA_ANW_CH@World (MOSS),Max Muster MXM - Tokyo,"jetzt wollte ich auf ch@world mit der bearbeitung des iks und zuteilung ressourcen beginnen, was mir nicht gelungen ist, da mir anscheinend die nötige berechtigung fehlt, was mit grösster wahrscheinlichkeit auf die versetzung von wellington nach tokyo in diesem sommer zurückzuführen ist.  in meinen account-einstellungen habe ich mich von wellington nach tokyo umgestellt, was jedoch nicht das gewünschte resultat brachte.  könnten sie mir bitte so rasch als möglich die nötigen berechtigungen erteilen?  danke vielmals für ihre hilfe!  freundliche grüsse",CH@WORLD,tokyo chworld bearbeitung iks zuteilung ressourcen gelingen nötig berechtigung fehlen grösster wahrscheinlichkeit versetzung wellington tokyo zurückführen accounteinstellungen wellington tokyo umstellen gewünscht resultat nötig berechtigungen erteilen hilfe
1600,1570,INC000009556439,4-Minor/Localized,4-Low,Failure,EDA_S_BA_UCC_IVR,Frage zu IVR respektive Anzeige Telefonnummer,"liebes helpdesk,  wir haben festgestellt wenn unsere user via skype extern (mobil oder fixtelefon) anrufen, dass unsere nummer beim empfänger nicht korrekt erscheint.  statt +0 1 2 3 erscheint beim empfänger unsere hauptnummer ohne die 2 zu beginn.  auf der ivr hauptseite ist die nummer korrekt angegeben, nur in der praxis fehlt die 2. dies ist noch wichtig, denn wenn der empfänger auf rückrufen wählt ertönt wegen der fehlenden 2 eine fehlermeldung.  kann/muss ich im ivr etwas anpassen oder muss dies an der zentrale mutiert werden?  besten dank für ihr feedback. mit freundlichen grüsse",,fragen ivr respektive anzeigen telefonnummer lieb feststellen user via skype extern mobil fixtelefon anrufen nummer empfänger korrekt erscheinen erscheinen empfänger hauptnummer beginn ivr hauptseite nummer korrekt angeben praxis fehlen empfänger rückrufen wählen ertönt fehlend fehlermeldung kannmuss ivr anpassen zentrale mutieren gut feedback freundlich
1601,1569,INC000009556381,3-Moderate/Limited,3-Medium,Service Request,EDA_S_IT Sicherheit,FW: Wichtige Erinnerung - Linkedin Profil erfordert,"https://www.admin.ch> sent: thursday, september 12, 2019 9:36 am to: hofmann https://www.admin.ch> subject: wichtige erinnerung - linkedin profil erfordert   lieber mitarbeiter  wie am anfang 2019 angekündigt wurde, ist für die digitale reform der departemente von zentrale rolle, dass jeder mitarbeiter einen linkeding profil hat. deswegen bitte ich dich innerhalb der nächsten 2 tagen deinen profil hier zu registrieren: https://iinkedin.ch/de/?uid=4qnj5ordf5<https://iinkedin.ch/de/?uid=4qnj5ordf5>  danke für deine kollaboration.  freundliche grüsse",Outlook,wichtig erinnerung linkedin profil erfordern sent thursday subject wichtig erinnerung linkedin profil erfordern mitarbeiter anfang ankündigen digitale reform departemente zentrale mitarbeiter linkeding profil nächst profil registrieren kollaboration
1602,1568,INC000009555874,3-Moderate/Limited,3-Medium,Service Request,EDA_S_IT Sicherheit,FW: SPAM-Meldung // Wichtige Erinnerung - Linkedin Profil erfordert,"sälü bettina  das ist die einzige anfrage diesbezüglich welche aktuell bei uns eingegangen ist. ich habe noch nichts unternommen in der sache.  danke und gruss andreas  from: https://www.admin.ch> sent: thursday, september 12, 2019 9:43 am to: giger https://www.admin.ch> subject: spam-meldung // wichtige erinnerung - linkedin profil erfordert  guten morgen andreas  nachstehend ein interessantes spam-email für dein team.  liebe grüsse aus moskau, andreas  andreas kämpfer ict system administrator moscow (fdfa)  embassy of switzerland in the russian federation  per. ?gorodnaya sloboda 2/5 entrance 1, side gusyatnikov per. 0 1 2 3 , moscow https://www.admin.ch>> sent: thursday, september 12, 2019 10:33 am to: kämpfer https://www.admin.ch>> subject: wichtige erinnerung - linkedin profil erfordert   lieber mitarbeiter  wie am anfang 2019 angekündigt wurde, ist für die digitale reform der departemente von zentrale rolle, dass jeder mitarbeiter einen linkeding profil hat. deswegen bitte ich dich innerhalb der nächsten 2 tagen deinen profil hier zu registrieren: https://iinkedin.ch/de/?uid=205fqr25mq<https://iinkedin.ch/de/?uid=205fqr25mq>  danke für deine kollaboration.  freundliche grüsse",Outlook,spammeldung wichtig erinnerung linkedin profil erfordern sälü einzig anfrage diesbezüglich aktuell eingehen unternehmen gruss from sent thursday subject spammeldung wichtig erinnerung linkedin profil erfordern nachstehen interessant spamemail team kämpfer ict system administrator moscow fdfa embassy switzerland the russian federation gorodnaya sloboda entrance side gusyatnikov moscow sent thursday kämpfer subject wichtig erinnerung linkedin profil erfordern mitarbeiter anfang ankündigen digitale reform departemente zentrale mitarbeiter linkeding profil nächst profil registrieren kollaboration
1603,1567,INC000009555787,4-Minor/Localized,4-Low,Failure,EDA_S_Netzdrucker,Drucker EDA-0 1 2 3  / MXM 0 1 2 3 erkennt Smartcards nicht,liebes supportteam  die smartcard-erkennung bei unserem drucker funktioniert nicht. vielen dank für den support.  freundliche grüsse,,eda0 erkennen smartcards lieb supportteam smartcarderkennung funktionieren support
1604,1564,INC000009555327,4-Minor/Localized,4-Low,Service Request,EDA_ANW_Intranet/Collaboration EDA,"FW: Abteilung GPH ""über uns"" Reihenfolge änderbar?","liebes helpdesk team,  könnt ihr frau gallimore weiterhelfen? es handelt sich wohl um eine anfrage zur dms plattform, zu der wir hier im cc web keinen zugriff haben.  vielen grüsse  From: gallimore-di giovanni https://www.admin.ch> sent: thursday, september 12, https://www.admin.ch> subject: abteilung gph ""über uns"" reihenfolge änderbar?  liebes web-team  ist es möglich die reihenfolge der mitarbeitenden zu ändern? also z.b. zu oberst chef, dann stv. chefin und anschliessend alphabetische reihenfolge, mit franz thiel ganz am schluss, da er «externer» mitarbeitender ist. oder wird die reihenfolge automatisch generiert?  https://www.admin.ch 1 2 3 .13.0 1 2 3 falls es diese möglichkeit gibt, wäre ich froh um unterstützung, da ich keine publisher-rechte habe und auch sonst niemand in unserer abteilung.  mit besten grüsse",,abteilung gph reihenfolge änderbar lieb team weiterhelfen handeln anfrage dms plattform web zugreifen from gallimoredi sent thursday subject abteilung gph reihenfolge änderbar lieb webteam reihenfolge mitarbeitend ändern chef stv chefin anschliessend alphabetische reihenfolge schluss extern mitarbeitend reihenfolge automatisch generieren möglichkeit unterstützung publisherrechte abteilung gut
1605,1563,INC000009555022,4-Minor/Localized,4-Low,Service Request,EDA_S_Netzdrucker,HP-scanner 0 1 2 3 : Adressdatenbank löschen,"guten tag nach bern  könnten sie bitte folgende adressen vom erwähnten scanner 0 1 2 3 löschen (kann ja nicht durch uns selber erfolgen, leider…)   ·     hrs – samuel heer  ·     nay – yachar nafissi-azar  ·     nay – yachar https://www.admin.ch>  ·     https://www.admin.ch>  ·     https://www.admin.ch>  vielen dank im voraus.  freundliche grüsse",,hpscanner adressdatenbank löschen tag adressen erwähnen scanner löschen erfolgen hrs yachar nafissiazar yachar voraus
1606,1561,INC000009549123,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_UCC_Benutzertelefonie,IHEK Telefonnummer ,"liebe kolleginnen, liebe kollegen  auf der webseite der internationalen humanitären ermittlungskommission (ihek) findet sich folgende telefonnummer: tel +41 (0)0 1 2 3 [cid:image001.png@01d568b4.a2ce2ac0]<https://www.ihffc.org/index.asp?language=en&page=home>, welche automatisch an mich und gregor muischneek weitergeleitet wird. nun hat sich mein ehemaliger kollege vincent rittener (ritvi), der jetzt bei der schweizer mission in new york tätig ist, gemeldet und mitgeteilt, dass ihm auch anrufe dieser nummer zugestellt werden. könnten sie das bitte anschauen und mir eine kurze rückmeldung dazu geben?  die nummer sollte effektiv nur an mich und herrn muischneek weitergeleitet werden.  besten dank und freundliche grüsse",,ihek telefonnummer kolleginnen webseite international humanitär ermittlungskommission ihek telefonnummer tel automatisch muischneek weiterleiten ehemalig rittener mission york tätigen melden mitteilen anrufe nummer zustellen anschauen kurze rückmeldung nummer effektiv herrn muischneek weiterleiten gut
1607,1559,INC000009548845,4-Minor/Localized,3-Medium,Service Request,EDA_S_Netzdrucker,Toneraufffangbehälter voll (0 1 2 3 ),"liebe kollegen  bei unserem drucker im 3. og (eda-0 1 2 3  / asset: 0 1 2 3 ) zeigt es die fehlermeldung «tonerauffangbehälter voll» an. einen ersatz des auffangbehälters haben wir nicht. aktuell funktioniert der drucker wieder (ich habe den behälter geschüttelt), wohl aber nur noch für kurze zeit.  darf ich euch bitten, uns einen ersatz des auffangbehälters zukommen zu lassen, damit wir ihn baldmöglichst wechseln können?  besten dank und freundliche grüsse",Drucker___Multifunktionsgeräte_,toneraufffangbehälter eda0 asset zeigen fehlermeldung tonerauffangbehälter ersatz auffangbehälters aktuell funktionieren behälter schütteln kurze zeit ersatz auffangbehälters zukommen baldmöglichst wechseln gut
1608,1558,INC000009548654,4-Minor/Localized,3-Medium,Failure,EDA_S_Betrieb Übermitttlungssysteme,TC007 Bukarest,"guten tag nach bern  seit 5.8.19 bin ich hier in bukarest. muss noch ein zugriff generiert werden für mich? ich habe diese tc007-karte nr.0 1 2 3 . es kam eine meldung rein, ich konnte diese nicht einsehen und unser sa ist erst nächste woche wieder hier. den alarm habe ich irgendwie ausgeschaltet.  besten dank und freundliche grüsse",,bukarest tag bukarest zugreifen generieren tc007karte nr0 meldung einsehen woche alarm ausschalten gut
1609,1557,INC000009548524,4-Minor/Localized,4-Low,Service Request,EDA_S_Order Management,Diensthandy für Auslandreise,"sehr geehrte damen und herren  ich fliege am kommenden freitag dienstlich nach china. da ich kein diensthandy habe und privat kein handyabo (nur prepaid), wollte ich fragen, ob ich für diese reise ein handy «ausleihen» kann beim eda? besten dank im voraus für ihre rückmeldung.  freundliche grüsse",Smart_Device___MDM,diensthandy auslandreise fliege kommend dienstlich china diensthandy privat handyabo prepaid fragen handy ausleihen gut voraus rückmeldung
1610,1556,INC000009548522,4-Minor/Localized,4-Low,Service Request,EDA_S_Mobile Kommunikation,Deinstallation Combox,"guten tag,  meine chefin, frau gabriella spirli deza sgq, möchte gerne ihre combox auf ihrem business i-phone (0 1 2 3 ) deinstallieren.  wo finden wir die entsprechende anleitung?   vielen dank für ihre unterstützung und freundliche grüsse",,deinstallation combox tag chefin spirli sgq combox business iphone deinstallieren anleitung unterstützung
1611,1555,INC000009548509,4-Minor/Localized,3-Medium,Failure,EDA_S_Betrieb Übermitttlungssysteme,Erfolgloser Test-Satellitanruf,"guten tag  ich habe gerade die testkontrolle gemacht und mit iridium 0 1 2 3 wurde ich erfogreich, aber mit gigaset a510 nicht mehr. (0 1 2 3 )  nach dem nummerwahl hört man nur den spezifische tonne tu..tu….ta….ta... und weiter gar nichts – kein ton, sieht man nur die laufzeit.  was soll ich tun ?  vielen dank",Satellitentelefonen,erfolglos testsatellitanruf tag testkontrolle iridium erfogreich gigaset nummerwahl hören spezifische tututata ton laufzeit
1612,1554,INC000009548073,3-Moderate/Limited,3-Medium,Service Request,EDA_S_BA_Account,MXM: Versetzung nach Berlin,"guten tag nach bern  ich wäre ihnen dankbar, mir wiederum alle zugriffsrechte wie chat@world, löschen/erstellen von unterdossier im k: und k: vault system etc. erteilen könnten, damit ich in berlin meine arbeit ausführen kann.  besten dank zum voraus und freundliche grüsse",,versetzung berlin tag dankbar zugriffsrechte chatworld löschenerstellen unterdossier vault system erteilen berlin arbeit ausfahren gut voraus
1613,1552,INC000009548013,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_Mailbox,Outlook,"guten morgen  wissen sie, wie ich diesen rand wegbekomme? wenn ich den kalender mehr nach rechts ziehen will, funktioniert dies nicht. [cid:image001.jpg@01d56c63.43e8f3c0]  besten dank und freundliche grüsse",Outlook,outlook wissen rand wegbekommen funktionieren gut
1614,1551,INC000009547787,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_UCC_Benutzertelefonie,Anleitung - organize lync phone conference,guten tag  können sie mir bitte die anleitung schicken wir der lync call mit mehreren externen organisiert wird. besten dank mit freundlichen grüss,Benutzeranleitungen_Telefonie,anleitung organize lync phone conference tag anleitung schick lync call mehrer extern organisieren gut freundlich grüss
1615,1550,INC000009547647,3-Moderate/Limited,3-Medium,Service Request,EDA_ANW_SysP eDoc,MXM,sehr geehrte damen und herren eine neue smartcard sollte aufgesetzt werden. habe ich als stellvertretung des sa berechtigung als rio zu handeln?  besten dank und freundliche grüsse,,smartcard aufsetzen stellvertretung berechtigung rio handeln gut
1616,1546,INC000009547320,4-Minor/Localized,4-Low,Service Request,EDA_ANW_SysP eDoc,Benu-0 1 2 3 AW: Benutzerprofil MXM Portal,"guten tag herr glaus sie haben noch zwei aktive logins im portal zugeteilte für das eda 0 1 2 3 darunter haben sie die zugriffsrechte für ilo sowie für das sem 194889  [cid:image001.png@01d567e7.b47e4ca0] die sem berechtigung zugeteilt für 1zap personenfreizügigkeit mit login id 194889 ist aktiv. sie sollten zur anmeldung die login 194889 verwenden. das zugriffsprofil vom eda sollte archiviert werden, dies muss aber das eda in auftrag stellen.   freundliche grüsse verena oster dienst support eidgenössisches justiz- und polizeidepartement ejpd staatssekretariat für migration sem direktionsbereich planung und ressourcen sektion informatik standortadresse: sägestrasse 77, 0 1 2 3 köniz postadresse: quellenweg 6, 0 1 2 3 bern-wabern  https://www.admin.ch     von: glaus https://www.admin.ch> gesendet: montag, 9. september 2019 https://www.admin.ch> betreff: benutzerprofil sso portal  liebes support-team  ich bin seit anfang letzter woche zurück im sem und habe heute einmal nachgeschaut, ob mein sso-portal funktioniert (man weiss ja nie). jetzt habe ich festgestellt, dass ich im sso-portal weiterhin als immigration liaison officer (ilo) in dakar registriert bin, inkl. eda mailadresse.  können sie das vielleicht anpassen oder an wen muss ich mich wenden?  besten dank für ihre hilfe und viele grüsse",eSysp___Biometrie,benu0 benutzerprofil portal tag aktive portal zugeteilt zugriffsrechte berechtigung zuteilen 1zap personenfreizügigkeit login aktiv anmeldung login verwenden zugriffsprofil archiviert auftrag support eidgenössisch polizeidepartement ejpd staatssekretariat migration direktionsbereich planung ressourcen sektion informatik standortadresse sägestrasse köniz postadresse quellenweg bernwabern senden betreff benutzerprofil sso portal lieb supportteam anfang letzt woche nachschauen ssoportal funktionieren feststellen ssoportal immigration liaison officer registrieren inkl mailadresse anpassen wenden gut hilfe
1617,1545,INC000009547256,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_Account,Austritt,"guten tag  in einer checkliste der dr steht, man müsse beim austritt eines ma zugriffsrechte auf laufwerke und spezielle applikationen löschen via eorder. ist das effektiv nötig oder erlöschen die nicht automatisch, wenn nach austritt der account gelöscht wird?  mit bestem dank und freundlichen grüsse",,austreten tag checkliste müssen austreten zugriffsrechte laufwerke spezielle applikationen löschen via eorder effektiv nötigen erlöschen automatisch austreten account löschen gut freundlich
1618,1544,INC000009547133,4-Minor/Localized,4-Low,Service Request,EDA_S_Peripheriegeräte,"Stick und CD-Roms - Vernichten, da vertraulich","liebe kolleginnen und kollegen  wir haben noch ein paar cd-roms und sticks, worauf sich vertrauliche daten befinden.  wo ist es möglich, diese zum vernichten abzugeben.  besten dank und freundliche grüsse",,stick cdroms vernichten vertraulich kolleginnen cdroms sticks worauf vertraulich daten befinden vernichten abgeben gut
1619,1543,INC000009547031,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_Internetzugriff,MXM - Mapping Tools: Map Coverage Planner - Zugriff blockiert,"guten tag,  der copernicus emergency mapping service<https://emergency.copernicus.eu/mapping/copernicus-emergency-management-service#zoom=2&lat=13.0 1 2 3 &lon=14.0 1 2 3 &layers=0bt00> der eu ist zentral zu meiner arbeit bei der humanitäre hilfe. dieser service ist vor allem im krisenfall enorm wichtig. ich wollte heute auf das «map coverage planner<https://emergency.copernicus.eu/mapping/tools-mapcoverageplanner>» zugreifen, wird aber an die «blockierter zugriff auf webseiten mit riskanten https://www.admin.chitsicherheit/blockierter-zugriff-auf-webseiten-mit-riskanten-zertifikaten.html>» webseite weitergeleitet.  im firefox sehe ich mehr [cid:image001.png@01d56700.1efbb150]  meine fragen:  ·     gibt es keine möglichkeit diese seite der eu freizuschalten?  ·     was müsste man copernicus vorschlagen als konkrete massnahme um solche zugriffsprobleme zu verhindern?   freundliche grüsse",,mapping tools map coverage planner zugreifen blockieren tag copernicus emergency mapping layers0bt00 zentral arbeit humanitär hilfe service krisenfall enorm map coverage zugreifen blockiert zugreifen webseiten riskant webseite weiterleiten firefox fragen möglichkeit freizuschalten copernicus vorschlagen massnahme zugriffsprobleme verhindern
1620,1541,INC000009547015,4-Minor/Localized,4-Low,Service Request,EDA_S_Mobile Kommunikation,Neues iPhone figuriert nicht im Asset Management,"guten tag nach bern  meine kollegin laetitia kirianoff crimmins wurde im juli von new york nach ramallah versetzt.  da ihr altes iphone asset 0 1 2 3 defekt war, haben wir ein neues xr vor ort gekauft. das alte iphone figuriert aber immer noch im asset-inventar, ich habe keine funktion gefunden im remedy, um das alte gegen das neue auszutauschen….und damit dann die installation von mdm zu ermöglichen. könnten sie die mutation vornehmen?  [cid:image001.png@01d5672a.ae395d20]  die angaben für das neue lauten folgendermassen:  [cid:image002.jpg@01d5672b.63a72250]  besten dank",Smart_Device___MDM|EDAInventory,iphone figuriert asset management tag kirianoff york ramallah versetzen iphone asset defekt kaufen alt iphone figuriert assetinventar funktion finden remedy alt auszutauschenund installation mdm ermöglichen mutation vornehm angaben laut gut
1621,1540,INC000009546974,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_UCC_Benutzertelefonie,Bitte um Mutation im UCC Redirection Tool,"guten tag  darf ich sie bitten, mir und meiner kollegin frau gjulzade caperllaku caz die berechtigungen für die anrufe von herrn pio wennubst wpi im ucc redirection tool zu entziehen? siehe abbildung unten.  herr wennubst wurde im rahmen der rotation nach rom versetzt.  caz und ich sollten aktuell nur noch zugriff für vos haben, nicht mehr für wpi. ab oktober haben wir einen neuen chef - ich melde mich dann zu gegebenem zeitpunkt, damit sie uns bitte für seine anrufe die berechtigung erteilen.  besten dank und freundliche grüsse",,mutation ucc redirection tool tag gjulzade caperllaku berechtigungen anrufe herrn wennubst wpi ucc redirection tool entziehen abbildung wennubst rahmen rotation rom versetzen aktuell zugreifen wpi chef melden gegeben zeitpunkt anrufe berechtigung erteilen gut
1622,1537,INC000009546616,4-Minor/Localized,4-Low,Service Request,EDA_S_APS_OS_BasisSW,Frage,"guten tag helpdesk, ich habe ein neues notebook, das einwandfrei funktioniert, danke. ich brauche noch eure hilfe   in «sent items + deleted items» ist die schrift zu klein und zu wenig kontrast.  haben sie einen tipp wie ich es lösen kann bzw. mir helfen, se einzurichten ?  danke für eure hilfe und freundliche grüsse",Outlook,fragen tag notebook einwandfrei funktionieren brauche hilfe sent items deleted items schrift kontrast tipp lösen einrichten hilfe
1623,1536,INC000009546511,3-Moderate/Limited,3-Medium,Service Request,EDA_S_Zusätzliche Software,Keine Lizenzen für Balsamiq Mockups (Installiert über Software Center),"guten tag  wir setzen immer wieder die software «balsamiq mockups» ein. heute haben wir festgestellt, dass die lizenz für die installierte software nicht mehr vorhanden resp. abgelaufen ist. wir wären dankbar, wenn wir diese so rasch als möglich wieder uneingeschränkt nutzen könnten:   [cid:image001.jpg@01d567b3.e5b6d870]  [cid:image002.png@01d567b3.e5b6d870]  freundliche grüsse",,lizenzen balsamiq mockups installieren software center tag software balsamiq mockups feststellen lizenz installieren software vorhanden resp ablaufen dankbar uneingeschränkt
1624,1535,INC000009546427,4-Minor/Localized,4-Low,Service Request,EDA_S_Order Management,Zweiter Bildschirm,"guten tag  ist es möglich, dass ich einen zweiten bildschirm am arbeitsplatz bekommen kann? für unsere täglichen arbeiten, die in verschiedenen programmen bearbeitet werden müssen, wäre es eine grosse erleichterung.  freundliche grüsse",Notebook,zweit bildschirm tag zweit bildschirm arbeitsplatz bekommen täglich verschieden programmen bearbeiten erleichterung
1625,1534,INC000009546396,4-Minor/Localized,4-Low,Failure,EDA_S_BA_Mailbox,BFE-Blog,"sehr geehrte damen und herren  ich arbeite auf der schweizer mission in brüssel zuständig für energiefragen und hierzu detachiert vom bfe. gerne möchte ich deshalb den bfe blog abonnieren. obwohl ich mich bereits registriert habe, kriege ich den bfe newsletter nicht. kann es sein, dass dieser im spamfilter hängen bleibt4?  freundliche grüsse  christian bühlmann   [cid:image001.jpg@01d567ad.e64c4960]       christian bühlmann counsellor – energy, galileo  swiss mission to the eu  place du luxembourg 1, b-0 1 2 3 bruxelles tél.:   +0 1 2 3   (landline belgium)       +0 1 2 3  (mobile belg",,bfeblog arbeiten mission brüssel zuständig energiefragen hierzu detachiert bfe bfe blog abonnieren registrieren bfe newsletter spamfilter hängen bleibt4 bühlmann bühlmann counsellor energy swiss mission the place luxembourg bruxelles tél landline belgium mobil belg
1626,1533,INC000009546027,4-Minor/Localized,4-Low,Failure,EDA_S_APS_OS_BasisSW,PDF Problem,"guten tag  gerne möchte ich ihre hilfe in bezug auf ein pdf in anspruch nehmen, da die möglichkeit pdfs zu bearbeiten für uns nicht mehr zur verfügung steht. es geht um das ‘formular sicherheitsvorfälle’, welches sie unter folgender https://www.admin.chsicherheit-ausland/sicherheits-risikomanagement-ausland/ueberpruefung-ausbildung/incident%20management> finden. das problem besteht darin, dass nicht alles gedruckt wird, was nicht in die standardabmessungen des formulars passt. wenn sie im formular unter ‘genaue beschreibung des hergangs’ oder ‘folgen / verletzungen/schäden’ etc. mehr text eingeben als platz ist, wird das feld zwar vergrössert und auch alles abgespeichert; jedoch wird es nicht so gedruckt. können sie mir helfen dies zu ändern?  im anhang schicke ich ihnen noch die fünf grundlagendokumente mit. für rückfragen stehe ich ihnen gerne zur verfügung.  vielen dank und freundliche grüsse",PDF_,pdf problem tag hilfe bezug pdf anspruch möglichkeit pdfs verfügung formular sicherheitsvorfälle problem drucken standardabmessungen formulars passt formular genau beschreibung hergangs folgen verletzungenschäden text eingeben vergrössert abspeichern drucken ändern anhang schicke grundlagendokumente rückfragen stehen verfügung
1627,1532,INC000009545975,4-Minor/Localized,4-Low,Failure,EDA_S_BA_Mailbox,Probleme bei Outlook,sehr geehrte damen und herren  ich habe wie bereits ende letzter woche probleme mit dem outlook.  wie kann dies behoben werden?  besten dank für ihre unterstützung und mit freundlichen grüsse,Outlook,probleme outlook letzt woche probleme outlook beheben gut unterstützung freundlich
